geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
79826,-22.211390945751546,-54.807463633296194,dourados,MS
79824,-22.224246008866345,-54.81364845798101,dourados,MS
79831,-22.21454318095158,-54.78725984860318,dourados,MS
79813,-22.254179754324817,-54.8114786369815,dourados,MS
79810,-22.233750187448667,-54.803453229789945,dourados,MS
79821,-22.21467186660031,-54.853950083004506,dourados,MS
79822,-22.229176572329937,-54.83883592962064,dourados,MS
79802,-22.231175645423583,-54.808376924034526,dourados,MS
79804,-22.22545191391593,-54.813368796318414,dourados,MS
79830,-22.221346985874316,-54.79090460678127,dourados,MS
79823,-22.215914080598175,-54.83474858720221,dourados,MS
79890,-22.075498034026182,-54.78775824493655,itaporã,MS
79840,-22.23768623125561,-54.7869541443457,dourados,MS
79842,-22.239538915604296,-54.75472801280715,dourados,MS
79803,-22.227316532720916,-54.81962831329524,dourados,MS
79820,-22.22976101076924,-54.82681588351363,dourados,MS
79825,-22.21882172261187,-54.8130698423983,dourados,MS
79812,-22.246154623376757,-54.80986457548941,dourados,MS
79806,-22.225786187750682,-54.80370964709544,dourados,MS
79900,-22.50904359141813,-55.732429268358324,ponta pora,MS
79950,-23.060770292055444,-54.200320899504106,navirai,MS
79903,-22.512289387153597,-55.70672540964989,ponta pora,MS
79909,-22.620252432503314,-55.62833176241239,sanga puita,MS
79904,-22.53390287560025,-55.723812293586,ponta pora,MS
79970,-23.783817664894936,-54.28035334862548,eldorado,MS
79980,-23.93822676711489,-54.288232985590305,mundo novo,MS
79990,-23.095490006405797,-55.22871319615704,amambaí,MS
79905,-22.553174106457277,-55.710646127065445,ponta pora,MS
79965,-23.473273187555115,-54.17841361242847,itaquirai,MS
79906,-22.562058824854066,-55.69214879022326,ponta pora,MS
79975,-23.635139471161633,-55.017107463670186,tacuru,MS
79940,-22.632716841322633,-54.82390220273015,caarapó,MS
79902,-22.51430738455799,-55.723655641636384,ponta porã,MS
79925,-23.892192887529998,-55.42944993897848,paranhos,MS
79995,-23.2711052342104,-55.52976645106316,coronel sapucaia,MS
79955,-22.859877857573203,-54.60454987945094,jutí,MS
80010,-25.433877726445807,-49.26970660565186,curitiba,PR
80050,-25.435159891397866,-49.24407724850936,curitiba,PR
80040,-25.41822522296414,-49.24879884615556,curitiba,PR
80030,-25.417361217529972,-49.260669826665286,curitiba,PR
80045,-25.42462684918723,-49.25382259847711,curitiba,PR
80060,-25.43006308304056,-49.2611202203234,curitiba,PR
80035,-25.406201123403424,-49.251956161920525,curitiba,PR
80020,-25.430074073901217,-49.27148972692092,curitiba,PR
80240,-25.44914567554981,-49.28899740981396,curitiba,PR
80210,-25.440710888223588,-49.24556280243908,curitiba,PR
80220,-25.456849731896035,-49.26437267963327,curitiba,PR
80230,-25.442354162020766,-49.2667560421839,curitiba,PR
80250,-25.443863613477347,-49.27654380419802,curitiba,PR
80215,-25.44918015206459,-49.25390775475064,curitiba,PR
80310,-25.456890207293227,-49.30977157533584,curitiba,PR
80330,-25.46994276319075,-49.306846519793325,curitiba,PR
80320,-25.460856131543846,-49.294916185352896,curitiba,PR
80410,-25.430247064376182,-49.279328874762676,curitiba,PR
80430,-25.429768377170927,-49.28576730543259,curitiba,PR
80420,-25.43766550374557,-49.28216123157768,curitiba,PR
80440,-25.443770066092277,-49.29658896302046,curitiba,PR
80510,-25.42205386097686,-49.27879345316827,curitiba,PR
80530,-25.415031624828977,-49.26748555220298,curitiba,PR
80520,-25.410682997431454,-49.27759243640812,curitiba,PR
80540,-25.406284178792955,-49.2616444947157,curitiba,PR
80610,-25.469562598829008,-49.28817648155491,curitiba,PR
80630,-25.48628118097366,-49.26743036313436,balneario de picarras,SC
80620,-25.459160510193996,-49.28431554359754,curitiba,PR
80710,-25.42670460966192,-49.29843119109694,curitiba,PR
80740,-25.44179625146379,-49.31115620198052,curitiba,PR
80730,-25.43401658480678,-49.297219284159794,curitiba,PR
80810,-25.41651660843291,-49.29082847138325,curitiba,PR
80820,-25.408864195902677,-49.29474564750432,curitiba,PR
81070,-25.482961231196974,-49.303482349695514,curitiba,PR
81030,-25.484013528894828,-49.27242537819851,curitiba,PR
81010,-25.479483562658334,-49.27949161464624,curitiba,PR
81050,-25.49015681921222,-49.30223185065409,curitiba,PR
81020,-25.490759028087844,-49.286905001275116,curitiba,PR
81110,-25.501109020072082,-49.29032653810763,curitiba,PR
81150,-25.517970084776433,-49.30190613881463,curitiba,PR
81130,-25.50595344379635,-49.30065769714727,curitiba,PR
81170,-25.51565326517743,-49.32460039512081,curitiba,PR
81220,-25.45957908168539,-49.323635120869746,curitiba,PR
81200,-25.437053363237688,-49.33260673752005,curitiba,PR
81240,-25.47524478423592,-49.33626820197242,curitiba,PR
81250,-25.47991558165804,-49.344689678207885,curitiba,PR
81270,-25.454908484538656,-49.350028919258285,curitiba,PR
81230,-25.461681483202426,-49.33869545475721,curitiba,PR
81290,-25.44352066040908,-49.365629216008514,curitiba,PR
81260,-25.48364951032675,-49.3526340839172,curitiba,PR
81280,-25.439459436302414,-49.35485179591294,curitiba,PR
81210,-25.444451769358114,-49.32794630681775,curitiba,PR
81305,-25.505685254594404,-49.32511860016938,curitiba,PR
81312,-25.505879585539876,-49.3099098335255,curitiba,PR
81315,-25.506953442138883,-49.32365327526267,curitiba,PR
81330,-25.485635157820404,-49.32902009062691,curitiba,PR
81320,-25.476285984296236,-49.318322591496894,curitiba,PR
81350,-25.501972072457495,-49.333548274317955,curitiba,PR
81310,-25.498484609965924,-49.31774679625346,curitiba,PR
81450,-25.496735549893483,-49.34784264549256,curitiba,PR
81490,-25.587819184230987,-49.33051084623042,curitiba,PR
81470,-25.56816473771707,-49.33581407070981,* cidade,PR
81460,-25.540495203987344,-49.33540180986241,curitiba,PR
81480,-25.561551889641994,-49.325195895466734,curitiba,PR
81510,-25.46751391576887,-49.24296034791608,curitiba,PR
81570,-25.480987641867845,-49.23099610088033,curitiba,PR
81590,-25.485806360361284,-49.20208906660333,curitiba,PR
81550,-25.483682320724526,-49.20987319351198,curitiba,PR
81530,-25.461372104723402,-49.23112375249536,curitiba,PR
81520,-25.461806603337422,-49.23990006030817,curitiba,PR
81560,-25.48653258421691,-49.21776395192724,curitiba,PR
81540,-25.4665356620622,-49.22167391592781,curitiba,PR
81580,-25.495951025564953,-49.220129994718164,curitiba,PR
81610,-25.4784671859703,-49.246095134904586,curitiba,PR
81650,-25.492922494403835,-49.23569783720652,curitiba,PR
81690,-25.5829327759417,-49.313297981537154,curitiba,PR
81670,-25.497034889435785,-49.24942578233934,curitiba,PR
81630,-25.482640418980747,-49.25452908324422,curitiba,PR
81770,-25.527829415584026,-49.241286094948855,curitiba,PR
81730,-25.50856745422061,-49.226603808261444,curitiba,PR
81710,-25.498517408155998,-49.26418908025317,curitiba,PR
81750,-25.51757525707839,-49.2413806257303,curitiba,PR
81720,-25.51337325251226,-49.255699048379434,curitiba,PR
81810,-25.507089246305537,-49.27606445727334,curitiba,PR
81870,-25.527960175160683,-49.289245803871914,curitiba,PR
81850,-25.533703101730094,-49.247836296202756,curitiba,PR
81825,-25.52880922915026,-49.27605753152641,curitiba,PR
81860,-25.537262003160887,-49.2400488508878,curitiba,PR
81830,-25.517205215668934,-49.26458778727436,curitiba,PR
81880,-25.538362157990182,-49.29305468228383,curitiba,PR
81820,-25.51874344331286,-49.277755811531115,curitiba,PR
81940,-25.56876766415062,-49.290612719021894,curitiba,PR
81900,-25.539538477742685,-49.278339102416304,curitiba,PR
81920,-25.54121094243554,-49.255463355677946,curitiba,PR
81930,-25.56181825614682,-49.280255420045926,curitiba,PR
81935,-25.555748583614665,-49.25346600604356,curitiba,PR
81910,-25.53189353837713,-49.26451838464612,curitiba,PR
81925,-25.548074628395327,-49.265939874343694,curitiba,PR
82020,-25.40328478733739,-49.323232640687024,curitiba,PR
82010,-25.42534818406647,-49.32592176015313,curitiba,PR
82030,-25.396160449943622,-49.323190508191864,curitiba,PR
82025,-25.41433563619484,-49.314697248004464,curitiba,PR
82015,-25.416428943308283,-49.33579244039752,curitiba,PR
82130,-25.37902059982276,-49.276461705893915,curitiba,PR
82100,-25.396720472166432,-49.29656246165704,curitiba,PR
82115,-25.381855107065498,-49.29223745749918,curitiba,PR
82120,-25.393066188998954,-49.278532614069604,curitiba,PR
82110,-25.38971297731202,-49.29004215309852,curitiba,PR
82200,-25.396869753519105,-49.265847069937884,curitiba,PR
82220,-25.364731679526393,-49.26851936987545,curitiba,PR
82210,-25.386170348789022,-49.26366424999828,curitiba,PR
82300,-25.421130241316682,-49.347456409104595,curitiba,PR
82315,-25.412531435099233,-49.35700174608959,curitiba,PR
82320,-25.404370519297863,-49.34539606180637,curitiba,PR
82310,-25.423180246213537,-49.35818686148507,curitiba,PR
82400,-25.394872117381976,-49.34379348409781,curitiba,PR
82410,-25.382521518802427,-49.33056304744119,curitiba,PR
82510,-25.40013436713463,-49.24053602350561,curitiba,PR
82520,-25.414828805290956,-49.23017169496971,curitiba,PR
82540,-25.392938647302618,-49.2517679096935,curitiba,PR
82590,-25.38905602605743,-49.193960455910094,curitiba,PR
82515,-25.395422496126205,-49.230383252107,curitiba,PR
82530,-25.427512503997477,-49.23437134707413,curitiba,PR
82560,-25.3852218631217,-49.24644395174475,curitiba,PR
82600,-25.393174491511818,-49.21810998977561,curitiba,PR
82630,-25.37793467786935,-49.2130385669761,curitiba,PR
82650,-25.37433738939362,-49.24520153553308,curitiba,PR
82620,-25.382985420044726,-49.222388070682086,curitiba,PR
82640,-25.376827960496573,-49.23561299112793,curitiba,PR
82720,-25.362446224385064,-49.22956646582124,curitiba,PR
82700,-25.37477679246336,-49.257852757634545,curitiba,PR
82710,-25.35932534336528,-49.256139674399115,curitiba,PR
82820,-25.417760213373434,-49.206702357918054,curitiba,PR
82800,-25.434676863675982,-49.22693580716214,curitiba,PR
82860,-25.384856203136945,-49.19787023914993,curitiba,PR
82840,-25.401411457794666,-49.20539763032083,curitiba,PR
82810,-25.437180767289977,-49.21249833515733,curitiba,PR
82900,-25.446202446438072,-49.22397880830332,curitiba,PR
82970,-25.473482128730932,-49.20300532454131,curitiba,PR
82990,-25.46043405303869,-49.19732999639665,curitiba,PR
82930,-25.457637083242933,-49.205677209874935,curitiba,PR
82950,-25.451000500650906,-49.21714747755084,curitiba,PR
82920,-25.44954882414593,-49.206695410324414,curitiba,PR
82980,-25.47129895183264,-49.19449095746986,curitiba,PR
82960,-25.467017952157203,-49.2076100670712,curitiba,PR
82940,-25.4573015244662,-49.21743203295968,curitiba,PR
83005,-25.538556202379933,-49.19954840823933,sao jose dos pinhais,PR
83020,-25.558280025581983,-49.19529442947121,sao jose dos pinhais,PR
83010,-25.542305510484294,-49.182226034836795,sao jose dos pinhais,PR
83055,-25.482701376476648,-49.16731147489435,sao jose dos pinhais,PR
83045,-25.51315580455045,-49.18364318907458,sao jose dos pinhais,PR
83090,-25.607788785717954,-49.167341342191,sao jose dos pinhais,PR
83075,-25.533675270400675,-49.09001216305477,sao jose dos pinhais,PR
83030,-25.53792599660027,-49.2138886458188,sao jose dos pinhais,PR
83035,-25.524088561553782,-49.20593388346132,sao jose dos pinhais,PR
83070,-25.5203341971575,-49.1249883606724,sao jose dos pinhais,PR
83065,-25.512616819095335,-49.160862611675874,são josé dos pinhais,PR
83040,-25.519092698125554,-49.19275183205076,são josé dos pinhais,PR
83091,-25.64774351148683,-49.1753719726532,sao jose dos pinhais,PR
83015,-25.562054621071937,-49.17061068690961,são josé dos pinhais,PR
83060,-25.492490569013764,-49.1422691021628,são josé dos pinhais,PR
83025,-25.55789896667695,-49.208229578573544,são josé dos pinhais,PR
83085,-25.546518323314704,-49.15120095597182,são josé dos pinhais,PR
83050,-25.49965866270598,-49.17730416780003,são josé dos pinhais,PR
83116,-25.662771489327056,-49.09909248635859,sao jose dos pinhais,PR
83203,-25.51693898975817,-48.510742273185045,paranagua,PR
83209,-25.543528350501138,-48.534515817957775,paranagua,PR
83250,-25.5534229350904,-48.62752422974045,alexandra,PR
83212,-25.55593080144201,-48.554253351618094,paranagua,PR
83215,-25.5664448172484,-48.56486431861805,paranagua,PR
83218,-25.57855163759608,-48.57688554086224,paranagua,PR
83260,-25.811812841680254,-48.536165957162126,matinhos,PR
83206,-25.526122426963024,-48.52334292015008,paranaguá,PR
83255,-25.638368759591426,-48.42633983618856,pontal do paraná,PR
83221,-25.520181018768774,-48.53531426328622,paranaguá,PR
83280,-25.888595862552254,-48.58518455198978,guaratuba,PR
83350,-25.483655468716197,-48.8285005382051,morretes,PR
83321,-25.446326706183722,-49.17664258543523,pinhais,PR
83301,-25.44832673889284,-49.07363754622992,piraquara,PR
83325,-25.414386619171555,-49.18072958958517,pinhais,PR
83323,-25.437777149779343,-49.19383449157268,pinhais,PR
83304,-25.431816765478427,-49.05710800403341,piraquara,PR
83327,-25.400354082220723,-49.15889428628262,pinhais,PR
83306,-25.455756841688316,-49.066049945645375,piraquara,PR
83330,-25.43128227566504,-49.15884358916345,pinhais,PR
83314,-25.451989952632168,-49.15385321370936,piraquara,PR
83310,-25.452427085930115,-49.138471865842654,piraquara,PR
83331,-25.441761612519958,-49.160119380219946,pinhais,PR
83322,-25.458133138746234,-49.18509740532563,pinhais,PR
83324,-25.425040043819056,-49.189076310724836,pinhais,PR
83326,-25.400771067691263,-49.185109714746304,pinhais,PR
83320,-25.432506651056343,-49.17716130686857,pinhais,PR
83328,-25.41839909052111,-49.150462374580655,pinhais,PR
83370,-25.434664012332664,-48.712974380085114,antonina,PR
83305,-25.448302689423063,-49.052640253416065,piraquara,PR
83302,-25.451696542103313,-49.1041207440414,piraquara,PR
83390,-25.297219922482494,-48.324065251090204,guaraqueçaba,PR
83410,-25.357073665466054,-49.162690816856426,colombo,PR
83414,-25.293583312771926,-49.22213126169521,colombo,PR
83401,-25.321190269959416,-49.23153995885325,colombo,PR
83408,-25.368315770222672,-49.18400502665359,colombo,PR
83406,-25.352644193895944,-49.190259428315365,colombo,PR
83412,-25.36764292889084,-49.1445276880466,colombo,PR
83430,-25.345384378962784,-49.08953347128294,campina grande do sul,PR
83404,-25.362585141249664,-49.20434714690742,colombo,PR
83403,-25.346661296353716,-49.20973891522151,colombo,PR
83411,-25.329117588087687,-49.14979687673243,colombo,PR
83409,-25.376123581892184,-49.182387775023365,colombo,PR
83420,-25.371534694364737,-49.078273256231626,quatro barras,PR
83413,-25.38306652455419,-49.16946314874949,colombo,PR
83405,-25.36417054830103,-49.19276784742751,colombo,PR
83407,-25.34236509264169,-49.1838225125084,colombo,PR
83450,-25.21100779005683,-49.111599837685176,bocaiuva do sul,PR
83490,-24.66749511989797,-48.97778512970622,adrianópolis,PR
83402,-25.346400524944222,-49.22183548978744,colombo,PR
83480,-24.97352207098595,-49.07031454809625,tunas do paraná,PR
83505,-25.34272743914531,-49.24985243318335,almirante tamandaré,PR
83504,-25.33367756434161,-49.26631111342844,almirante tamandaré,PR
83501,-25.313088910239173,-49.291831457811305,almirante tamandare,PR
83570,-24.828673269117804,-49.263868958166185,cerro azul,PR
83506,-25.342884340118985,-49.274304026396976,almirante tamandare,PR
83535,-25.37592334164632,-49.38748957765853,campo magro,PR
83502,-25.31789810713255,-49.27838207234502,almirante tamandare,PR
83507,-25.345983495182285,-49.29486922646278,almirante tamandaré,PR
83508,-25.374200899461794,-49.307603252042334,almirante tamandare,PR
83512,-25.316804675791442,-49.30787113328793,almirante tamandaré,PR
83511,-25.34907132236428,-49.30198608860868,almirante tamandare,PR
83503,-25.329448203940757,-49.27659426565846,almirante tamandaré,PR
83560,-25.215854750408994,-49.349958880261475,itaperuçu,PR
83590,-24.57105625396671,-49.41868811394217,doutor ulysses,PR
83540,-25.18168856331616,-49.316394209762315,rio branco do sul,PR
83601,-25.460630247239802,-49.52704973163666,campo largo,PR
83605,-25.45102665108475,-49.55895692652491,campo largo,PR
83609,-25.46068431517776,-49.41483290712792,campo largo,PR
83607,-25.45238081774539,-49.5093129642708,campo largo,PR
83603,-25.48934608557685,-49.523110965947104,campo largo,PR
83608,-25.44570485158423,-49.44246298247842,campo largo,PR
83650,-25.57238706953113,-49.6270723030379,balsa nova,PR
83602,-25.471895715260867,-49.5392070987398,campo largo,PR
83604,-25.464388874944877,-49.55517607505018,campo largo,PR
83606,-25.44718210105102,-49.53091329692599,campo largo,PR
83701,-25.59913901869557,-49.38893929285287,araucaria,PR
83750,-25.764399032745597,-49.71969861184385,lapa,PR
83706,-25.54484468053709,-49.38575625639782,araucária,PR
83703,-25.58242464741664,-49.4058022746315,araucaria,PR
83704,-25.57427842258718,-49.41096598830027,araucaria,PR
83708,-25.5880527002641,-49.38222027401027,araucária,PR
83760,-25.50943247821568,-49.298553,mariental,PR
83709,-25.613509456922316,-49.3728255344489,araucaria,PR
83707,-25.54419702824973,-49.36014991687303,araucaria,PR
83730,-25.679028140860193,-49.534792793427286,contenda,PR
83705,-25.565033789072984,-49.39538007489364,araucária,PR
83702,-25.59055998370608,-49.40290267939119,araucária,PR
83800,-25.771004520390676,-49.3250062791566,mandirituba,PR
83823,-25.65937899673258,-49.30054775973823,fazenda rio grande,PR
83833,-25.643605507761052,-49.32345949009645,fazenda rio grande,PR
83829,-25.657026528755356,-49.3256376898953,fazenda rio grande,PR
83860,-26.097890788874583,-49.4288512904567,pien,PR
83870,-25.984013587719993,-49.67910298311365,campo do tenente,PR
83820,-25.645639643690266,-49.30200486254129,fazenda rio grande,PR
83810,-20.38542080127732,-47.33528056694067,mandirituba,PR
83824,-25.67355350858345,-49.305081117388305,fazenda rio grande,PR
83830,-25.673691429103304,-49.32808959192936,fazenda rio grande,PR
83840,-25.872331663421154,-49.50051032601202,quitandinha,PR
83880,-26.095219210860915,-49.78743589038082,rio negro,PR
83900,-25.869926317171885,-50.387570172783626,sao mateus do sul,PR
84073,-25.05780460720533,-50.16430284611428,ponta grossa,PR
84010,-25.09419479376675,-50.16095107518057,ponta grossa,PR
84050,-25.11024061968853,-50.17098763188275,ponta grossa,PR
84025,-25.0907447845974,-50.137800666474675,ponta grossa,PR
84063,-25.06691394219324,-50.2110553446967,ponta grossa,PR
84053,-25.087433141137797,-50.18315006801308,ponta grossa,PR
84045,-25.127554021727672,-50.157416867435415,ponta grossa,PR
84040,-25.108990777025753,-50.161558653109815,ponta grossa,PR
84016,-25.067733023570543,-50.14387601338758,ponta grossa,PR
84035,-25.108228274405043,-50.152388586600615,ponta grossa,PR
84032,-25.105603559144765,-50.10728776942264,ponta grossa,PR
84061,-25.09601010925499,-50.20429699357124,ponta grossa,PR
84030,-25.0867899113798,-50.10866262606826,ponta grossa,PR
84070,-25.078987164191638,-50.17698910937488,ponta grossa,PR
84026,-25.10214446587855,-50.14323267013591,ponta grossa,PR
84051,-25.099496570256914,-50.177141099685656,ponta grossa,PR
84072,-25.052630787141467,-50.16963776346265,ponta grossa,PR
84062,-25.083308479424606,-50.204885473277834,ponta grossa,PR
84060,-25.111736762642753,-50.20782372339663,ponta grossa,PR
84020,-25.079672394308844,-50.132137269395194,ponta grossa,PR
84033,-25.116586107270994,-50.11740021748186,ponta grossa,PR
84043,-25.159795271741835,-50.14447360672931,ponta grossa,PR
84046,-25.142820807083172,-50.16838386435018,ponta grossa,PR
84036,-25.126230657199837,-50.14545111758266,ponta grossa,PR
84031,-25.098471769080998,-50.118237484781396,ponta grossa,PR
84015,-25.075760068742085,-50.15912733474946,ponta grossa,PR
84064,-25.050294389122527,-50.23340858722404,ponta grossa,PR
84130,-25.423231972669047,-49.99911127672155,palmeira,PR
84196,-23.702852723394393,-46.401558774842776,colonia castrolanda,PR
84178,-24.806511708673156,-50.00084665049479,castro,PR
84172,-24.79314601015848,-49.99321137719572,castro,PR
84165,-24.793008314537012,-50.00975660430133,castro,PR
84150,-25.684752435790262,-50.29828279323819,sao joao do triunfo,PR
84174,-24.803913086671464,-49.990584357818015,castro,PR
84168,-24.775617356022877,-50.0073912508135,castro,PR
84140,-25.548071767622716,-49.89311163025072,porto amazonas,PR
84145,-24.947424285369433,-50.11905368340298,carambeí,PR
84200,-24.25763642875433,-49.71626902035278,jaguariaiva,PR
84240,-24.533219484060286,-49.939520289160534,pirai do sul,PR
84261,-24.328479134867738,-50.61908278777016,telêmaco borba,PR
84262,-24.32195522893964,-50.622067273643374,telemaco borba,PR
84271,-24.317742305656036,-50.65693940912393,telemaco borba,PR
84266,-24.33263354009935,-50.63648602050788,telemaco borba,PR
84285,-23.84961750931307,-50.40352878450794,figueira,PR
84280,-24.03807843004154,-50.45694666277628,curiuva,PR
84267,-24.326575743388563,-50.640496291932514,telemaco borba,PR
84263,-24.32486534168936,-50.612420705146626,telemaco borba,PR
84269,-24.33249828152216,-50.65516902591721,telemaco borba,PR
84268,-24.322885132995467,-50.633409181834665,telemaco borba,PR
84250,-24.44872179887575,-50.75505219103961,imbaú,PR
84272,-24.315959117056735,-50.63009479731414,telemaco borba,PR
84264,-24.340572689311816,-50.613674724423724,telêmaco borba,PR
84290,-23.910387799454355,-50.58007260296204,sapopema,PR
84220,-24.11365270027271,-49.464387107906894,sengés,PR
84265,-24.334720547262776,-50.62524491480455,telêmaco borba,PR
84270,-24.31859881538021,-50.64772937784465,telêmaco borba,PR
84300,-24.51514265435904,-50.4125690468917,tibagi,PR
84345,-24.22629563021179,-50.25772296095413,ventania,PR
84320,-24.652371504193628,-50.84963587577828,reserva,PR
84350,-24.206910379194902,-50.93165104612472,ortigueira,PR
84400,-25.21319860507512,-50.98537356551769,prudentopolis,PR
84430,-25.22980960350924,-50.60436091054256,imbituva,PR
84450,-25.024162617656156,-50.582997840318995,ipiranga,PR
84435,-25.190405337705286,-50.809098408796544,guamiranga,PR
84470,-24.572087023229344,-51.335906509980006,candido de abreu,PR
84460,-25.0075384372361,-50.85546619382827,ivai,PR
84500,-25.474808632538107,-50.65047330166927,irati,PR
84560,-25.727562849422252,-50.79016852732216,rio azul,PR
84550,-25.62341947874617,-50.69318753828023,rebouças,PR
84530,-25.37175272952128,-50.46082291146616,teixeira soares,PR
84570,-25.883947859110776,-50.82647124533373,mallet,PR
84600,-26.229753757230533,-51.08532206621713,uniao da vitoria,PR
84602,-26.243842242759563,-51.12172232887957,uniao da vitoria,PR
84607,-26.22380346029068,-51.06151181676149,união da vitória,PR
84630,-26.204273072855695,-50.93157526732833,paula freitas,PR
84640,-26.160122068949537,-51.54873601781562,bituruna,PR
84603,-26.230622099735324,-51.06194235967797,união da vitória,PR
84604,-26.22275481437359,-51.04373792849187,uniao da vitoria,PR
84635,-26.043345140097205,-50.82866901963385,paulo frontin,PR
84660,-26.420873792652763,-51.31502371223274,general carneiro,PR
84620,-26.013640845544643,-51.34665638523546,cruz machado,PR
84605,-26.210891183618905,-51.086955277625485,uniao da vitoria,PR
84945,-23.605128610168556,-49.62778480299239,salto do itararé,PR
84900,-23.842319063448432,-50.19429734390043,ibaiti,PR
84940,-23.67979271299178,-49.82049608438112,siqueira campos,PR
84970,-23.755570963640604,-49.628232356781076,santana do itararé,PR
84990,-24.142431532278874,-49.82330126598336,arapoti,PR
84930,-23.74258740976815,-50.073431237495164,jaboti,PR
84980,-23.92493581537998,-49.66038352492265,são josé da boa vista,PR
84925,-23.789783841538043,-50.058605709901606,pinhalão,PR
84950,-23.876832776114398,-49.80216634504393,wenceslau braz,PR
84935,-23.77745898997124,-49.95466270064765,tomazina,PR
84920,-23.812156076337978,-50.14033915045725,japira,PR
85010,-25.391919427316598,-51.46725188676762,guarapuava,PR
85022,-25.414950414401158,-51.47463839899499,guarapuava,PR
85015,-25.405403871321315,-51.4713604032243,guarapuava,PR
85065,-25.381497295073594,-51.454154385485054,guarapuava,PR
85063,-25.36072311289817,-51.456538417153276,guarapuava,PR
85070,-25.392485066403307,-51.4504242774957,guarapuava,PR
85025,-25.397600541805723,-51.49122128378756,guarapuava,PR
85045,-25.377111894383948,-51.4816113338254,guarapuava,PR
85035,-25.384554624604384,-51.47809813643785,guarapuava,PR
85064,-25.36029819677997,-51.4380809140699,guarapuava,PR
85055,-25.371505727825078,-51.46925707011871,guarapuava,PR
85067,-25.377162064975646,-51.44397595913463,guarapuava,PR
85040,-25.37650201309556,-51.4900308158699,guarapuava,PR
85020,-25.40949125706635,-51.487367720182675,guarapuava,PR
85012,-25.404165454848325,-51.46014695173619,guarapuava,PR
85027,-25.402941927194792,-51.49830370495568,guarapuava,PR
85023,-25.419582428357806,-51.48275185167328,guarapuava,PR
85160,-25.37596724883259,-52.123070746044654,cantagalo,PR
85170,-25.69637294887787,-51.656809496294706,pinhão,PR
85140,-25.56567671575227,-52.04303723079576,candoi,PR
85138,-25.53495725335863,-51.50634312648354,vitoria,PR
85139,-25.272807023543834,-50.07009121273323,colonia vitoria,PR
85155,-25.579360438208603,-51.08223112522196,inácio martins,PR
85150,-25.040193484446906,-51.53149229215948,turvo,PR
85195,-25.816390500129835,-52.05345115509262,reserva do iguacu,PR
85145,-25.736095352710286,-52.11830427583964,foz do jordão,PR
85200,-24.75762438764075,-51.766579746014386,pitanga,PR
85260,-24.51948449196472,-51.67070263759491,manoel ribas,PR
85275,-24.891271105337353,-52.47621114571882,laranjal,PR
85280,-24.79989808231217,-52.71554135634432,altamira do paraná,PR
85270,-24.885506881115823,-52.21036892918129,palmital,PR
85240,-24.702656164182713,-52.160032923608064,mato rico,PR
85301,-25.40680607017499,-52.41237334276091,laranjeiras do sul,PR
85350,-25.30287255737549,-52.54054159614305,nova laranjeiras,PR
85303,-25.390673030702438,-52.40371861037212,laranjeiras do sul,PR
85340,-25.496910871453352,-52.525503045160974,rio bonito do iguaçu,PR
85400,-25.100587242945842,-52.86883619149957,guaraniacu,PR
85410,-24.52676253740176,-53.25953426829483,nova aurora,PR
85415,-24.622434217199995,-53.322141343233454,cafelândia,PR
85465,-25.42301589537268,-52.83227100778576,espigao alto do iguacu,PR
85460,-25.453825043757973,-52.910123492039105,quedas do iguacu,PR
85440,-24.542287152209937,-52.989509764553084,ubirata,PR
85450,-25.03348379417203,-52.992045488716144,campo bonito,PR
85420,-24.796439748400662,-53.29854711087057,corbelia,PR
85478,-25.117070009139393,-53.01597580217915,ibema,PR
85423,-24.713554264763147,-53.08711285421635,iguatu,PR
85505,-26.230351708936166,-52.66297942105956,pato branco,PR
85565,-25.699912147716937,-52.72068813344798,sulina,PR
85508,-26.266511196569873,-52.683225253145004,pato branco,PR
85550,-25.984477875505878,-52.567942005587426,coronel vivida,PR
85501,-26.226542116388632,-52.674505727634376,pato branco,PR
85503,-26.207581096447345,-52.68463530814574,pato branco,PR
85525,-26.35487460452019,-52.554311646737325,mariópolis,PR
85568,-25.69581848909821,-52.61872529615536,saudade do iguaçu,PR
85570,-25.825982062240254,-52.72864172948359,são joão,PR
85520,-26.265753391826863,-52.77940621206562,vitorino,PR
85557,-26.224443703744928,-52.030143451711446,coronel domingos soares,PR
85598,-25.603642585568746,-53.125338404475954,cruzeiro do iguaçu,PR
85580,-25.9648840954025,-52.82102039726795,itapejara d'oeste,PR
85575,-25.707281919009443,-52.918778531006836,sao jorge do oeste,PR
85585,-25.878072733413696,-52.91313626201142,vere,PR
85560,-25.854474777830944,-52.53010136672519,chopinzinho,PR
85530,-26.407394315957042,-52.35697276480333,clevelandia,PR
85540,-25.940246009625948,-52.17664301324931,mangueirinha,PR
85555,-26.4848012771103,-51.989905474223036,palmas,PR
85506,-26.243639484244987,-52.6742394464248,pato branco,PR
85504,-26.216869005223078,-52.6673162487615,pato branco,PR
85509,-26.241159793986014,-52.70235271796897,pato branco,PR
85502,-26.232072244039838,-52.68462089116033,pato branco,PR
85601,-26.08045715820518,-53.053807976717955,francisco beltrao,PR
85602,-26.06878002679314,-53.06840941797506,francisco beltrao,PR
85640,-25.919095581250634,-53.474001975395424,ampere,PR
